,arr_delay
9306,-13.0
9307,0.0
9308,-17.0
9309,-3.0
9310,-9.0
9311,4.0
9312,-8.0
9313,-5.0
9314,0.0
9315,-3.0
9316,-16.0
9317,-8.0
9318,-8.0
9319,-13.0
9320,23.0
9321,-8.0
9322,-17.0
9323,-28.0
9324,-12.0
9325,46.0
9326,-1.0
9327,-12.0
9328,27.0
9329,8.0
9330,-11.0
9331,9.0
9332,3.0
9333,-24.0
9334,-9.0
9335,-9.0
9336,41.0
9337,-18.0
9338,14.0
9339,-3.0
9340,-1.0
9341,-11.0
9342,8.0
9343,-15.0
9344,-12.0
9345,-7.0
9346,9.0
9347,-5.0
9348,77.0
9349,9.0
9350,-9.0
9351,92.0
9352,106.0
9353,-9.0
9354,-5.0
9355,-9.0
9356,-6.0
9357,42.0
9358,-13.0
9359,-14.0
9360,-20.0
9361,-8.0
9362,39.0
9363,-16.0
9364,-3.0
9365,-7.0
9366,-18.0
9367,153.0
9368,208.0
9369,-16.0
9370,2.0
9371,-11.0
9372,-7.0
9373,26.0
9374,-20.0
9375,-8.0
9376,0.0
9377,-9.0
9378,135.0
9379,-48.0
9380,-24.0
9381,0.0
9382,25.0
9383,-8.0
9384,-9.0
9385,-25.0
9386,147.0
9387,-30.0
9388,37.0
9389,-8.0
9390,11.0
9391,11.0
9392,-23.0
9393,-29.0
9394,8.0
9395,-5.0
9396,4.0
9397,-15.0
9398,106.0
9399,56.0
9400,-2.0
9401,-26.0
9402,-7.0
9403,-22.0
9404,3.0
9405,3.0
9406,-20.0
9407,-2.0
9408,-2.0
9409,-17.0
9410,123.0
9411,-8.0
9412,1.0
9413,-8.0
9414,-14.0
9415,1.0
9416,-26.0
9417,-1.0
9418,0.0
9419,-7.0
9420,-15.0
9421,-3.0
9422,-30.0
9423,-4.0
9424,9.0
9425,-25.0
9426,-11.0
9427,-23.0
9428,-21.0
9429,8.0
9430,-19.0
9431,52.0
9432,-9.0
9433,-24.0
9434,-14.0
9435,7.0
9436,3.0
9437,15.0
9438,22.0
9439,-12.0
9440,-6.0
9441,33.0
9442,-15.0
9443,-12.0
9444,-7.0
9445,-12.0
9446,24.0
9447,-20.0
9448,-15.0
9449,-27.0
9450,-11.0
9451,-5.0
9452,51.0
9453,101.0
9454,-3.0
9455,-16.0
9456,-18.0
9457,-20.0
9458,-25.0
9459,-10.0
9460,25.0
9461,10.0
9462,38.0
9463,-34.0
9464,-39.0
9465,-6.0
9466,-21.0
9467,-9.0
9468,-13.0
9469,-4.0
9470,-1.0
9471,-24.0
9472,-31.0
9473,17.0
9474,12.0
9475,1.0
9476,21.0
9477,-3.0
9478,67.0
9479,-8.0
9480,-27.0
9481,220.0
9482,-17.0
9483,-19.0
9484,-23.0
9485,-20.0
9486,2.0
9487,34.0
9488,7.0
9489,-12.0
9490,30.0
9491,-23.0
9492,1.0
9493,-22.0
9494,16.0
9495,6.0
9496,-20.0
9497,-30.0
9498,-3.0
9499,43.0
9500,18.0
9501,-9.0
9502,-19.0
9503,12.0
9504,8.0
9505,-16.0
9506,-14.0
9507,-2.0
9508,-1.0
9509,-6.0
9510,-2.0
9511,-36.0
9512,-16.0
9513,0.0
9514,-16.0
9515,1.0
9516,0.0
9517,14.0
9518,14.0
9519,-9.0
9520,-10.0
9521,6.0
9522,16.0
9523,-6.0
9524,-9.0
9525,3.0
9526,19.0
9527,-19.0
9528,-15.0
9529,180.0
9530,-6.0
9531,136.0
9532,-3.0
9533,-9.0
9534,-18.0
9535,-19.0
9536,-18.0
9537,15.0
9538,-14.0
9539,4.0
9540,33.0
9541,-10.0
9542,-24.0
9543,-6.0
9544,6.0
9545,-13.0
9546,2.0
9547,-4.0
9548,3.0
9549,58.0
9550,0.0
9551,28.0
9552,33.0
9553,-13.0
9554,21.0
9555,28.0
9556,-13.0
9557,6.0
9558,-17.0
9559,-4.0
9560,-7.0
9561,-6.0
9562,17.0
9563,-11.0
9564,-20.0
9565,-14.0
9566,14.0
9567,105.0
9568,-21.0
9569,-21.0
9570,-23.0
9571,-8.0
9572,-7.0
9573,-16.0
9574,-9.0
9575,-17.0
9576,-13.0
9577,-20.0
9578,-20.0
9579,-7.0
9580,-8.0
9581,-13.0
9582,2.0
9583,52.0
9584,-13.0
9585,3.0
9586,-15.0
9587,-18.0
9588,10.0
9589,-7.0
9590,57.0
9591,-9.0
9592,-9.0
9593,231.0
9594,-8.0
9595,-6.0
9596,-14.0
9597,-2.0
9598,123.0
9599,-14.0
9600,-17.0
9601,-9.0
9602,-13.0
9603,-8.0
9604,-13.0
9605,12.0
9606,-5.0
9607,-18.0
9608,-5.0
9609,-18.0
9610,315.0
9611,36.0
9612,-11.0
9613,58.0
9614,-4.0
9615,0.0
9616,-15.0
9617,24.0
9618,43.0
9619,0.0
9620,41.0
9621,2.0
9622,64.0
9623,-28.0
9624,-3.0
9625,-9.0
9626,113.0
9627,-14.0
9628,-15.0
9629,40.0
9630,13.0
9631,-22.0
9632,50.0
9633,16.0
9634,-17.0
9635,-18.0
9636,-13.0
9637,-10.0
9638,-3.0
9639,-20.0
9640,-22.0
9641,-7.0
9642,-16.0
9643,-12.0
9644,104.0
9645,11.0
9646,31.0
9647,-37.0
9648,-27.0
9649,8.0
9650,6.0
9651,80.0
9652,32.0
9653,-9.0
9654,-14.0
9655,-24.0
9656,61.0
9657,-14.0
9658,-7.0
9659,1.0
9660,-14.0
9661,5.0
9662,-9.0
9663,17.0
9664,-18.0
9665,-23.0
9666,-19.0
9667,-23.0
9668,29.0
9669,-15.0
9670,-6.0
9671,56.0
9672,-18.0
9673,-32.0
9674,-10.0
9675,0.0
9676,13.0
9677,0.0
9678,-21.0
9679,-6.0
9680,45.0
9681,-7.0
9682,-11.0
9683,-21.0
9684,-1.0
9685,-15.0
9686,-16.0
9687,90.0
9688,22.0
9689,14.0
9690,-8.0
9691,-14.0
9692,-34.0
9693,-13.0
9694,23.0
9695,-3.0
9696,126.0
9697,-18.0
9698,-27.0
9699,32.0
9700,-7.0
9701,18.0
9702,-5.0
9703,-5.0
9704,345.0
9705,-11.0
9706,-14.0
9707,-9.0
9708,73.0
9709,-11.0
9710,-1.0
9711,85.0
9712,-27.0
9713,44.0
9714,12.0
9715,65.0
9716,30.0
9717,-4.0
9718,-8.0
9719,-11.0
9720,14.0
9721,-23.0
9722,0.0
9723,-9.0
9724,-4.0
9725,11.0
9726,-19.0
9727,-4.0
9728,-27.0
9729,1.0
9730,41.0
9731,2.0
9732,-18.0
9733,48.0
9734,-9.0
9735,12.0
9736,-7.0
9737,-23.0
9738,-9.0
9739,-7.0
9740,1.0
9741,-14.0
9742,-10.0
9743,-22.0
9744,-16.0
9745,-3.0
9746,-15.0
9747,-8.0
9748,-4.0
9749,-7.0
9750,53.0
9751,49.0
9752,24.0
9753,-5.0
9754,-13.0
9755,14.0
9756,-9.0
9757,81.0
9758,-12.0
9759,-3.0
9760,-12.0
9761,4.0
9762,-22.0
9763,25.0
9764,103.0
9765,-26.0
9766,-8.0
9767,15.0
9768,3.0
9769,
9770,-18.0
9771,144.0
9772,-6.0
9773,4.0
9774,-4.0
9775,-17.0
9776,-10.0
9777,-22.0
9778,-18.0
9779,-21.0
9780,113.0
9781,-3.0
9782,-15.0
9783,-16.0
9784,1.0
9785,4.0
9786,-2.0
9787,-4.0
9788,7.0
9789,-6.0
9790,-14.0
9791,7.0
9792,-30.0
9793,-3.0
9794,-29.0
9795,-10.0
9796,-8.0
9797,-20.0
9798,-19.0
9799,97.0
9800,-15.0
9801,-4.0
9802,-31.0
9803,-19.0
9804,23.0
9805,0.0
9806,78.0
9807,-5.0
9808,-31.0
9809,-41.0
9810,4.0
9811,4.0
9812,-15.0
9813,9.0
9814,-27.0
9815,280.0
9816,-25.0
9817,200.0
9818,-11.0
9819,-5.0
9820,218.0
9821,39.0
9822,-4.0
9823,18.0
9824,-14.0
9825,-16.0
9826,-1.0
9827,-4.0
9828,-29.0
9829,-24.0
9830,-8.0
9831,-13.0
9832,106.0
9833,-6.0
9834,-3.0
9835,-12.0
9836,-6.0
9837,-14.0
9838,-15.0
9839,-34.0
9840,46.0
9841,3.0
9842,14.0
9843,-6.0
9844,21.0
9845,17.0
9846,-12.0
9847,25.0
9848,-23.0
9849,-21.0
9850,-7.0
9851,-12.0
9852,-14.0
9853,-9.0
9854,135.0
9855,-8.0
9856,-25.0
9857,3.0
9858,3.0
9859,2.0
9860,-2.0
9861,-22.0
9862,213.0
9863,1.0
9864,-24.0
9865,-24.0
9866,14.0
9867,-36.0
9868,-4.0
9869,30.0
9870,21.0
9871,13.0
9872,-7.0
9873,-1.0
9874,-15.0
9875,-2.0
9876,-43.0
9877,0.0
9878,-18.0
9879,-14.0
9880,-12.0
9881,10.0
9882,-25.0
9883,-33.0
9884,-18.0
9885,-3.0
9886,13.0
9887,17.0
9888,-8.0
9889,11.0
9890,13.0
9891,-17.0
9892,-14.0
9893,-7.0
9894,-10.0
9895,-3.0
9896,69.0
9897,-2.0
9898,-11.0
9899,-5.0
9900,-11.0
9901,6.0
9902,35.0
9903,-2.0
9904,85.0
9905,-19.0
9906,-10.0
9907,3.0
9908,54.0
9909,10.0
9910,35.0
9911,9.0
9912,11.0
9913,4.0
9914,233.0
9915,-15.0
9916,30.0
9917,36.0
9918,6.0
9919,116.0
9920,-17.0
9921,-5.0
9922,-2.0
9923,-6.0
9924,2.0
9925,56.0
9926,11.0
9927,-11.0
9928,-26.0
9929,7.0
9930,4.0
9931,-25.0
9932,-22.0
9933,-18.0
9934,11.0
9935,16.0
9936,-6.0
9937,197.0
9938,1.0
9939,-23.0
9940,161.0
9941,-17.0
9942,-21.0
9943,-7.0
9944,-8.0
9945,-11.0
9946,-57.0
9947,-15.0
9948,-13.0
9949,99.0
9950,9.0
9951,11.0
9952,-4.0
9953,23.0
9954,-11.0
9955,-11.0
9956,-10.0
9957,25.0
9958,9.0
9959,-5.0
9960,-17.0
9961,2.0
9962,-15.0
9963,3.0
9964,63.0
9965,-12.0
9966,-12.0
9967,0.0
9968,68.0
9969,209.0
9970,-18.0
9971,4.0
9972,43.0
9973,13.0
9974,49.0
9975,-33.0
9976,37.0
9977,49.0
9978,7.0
9979,-14.0
9980,-11.0
9981,-3.0
9982,-20.0
9983,-16.0
9984,-12.0
9985,-1.0
9986,-22.0
9987,396.0
9988,-3.0
9989,-7.0
9990,-16.0
9991,-5.0
9992,-21.0
9993,6.0
9994,-1.0
9995,26.0
9996,30.0
9997,5.0
9998,0.0
9999,-14.0
